siparis_id,musteri_id,siparis_tarihi,sehir,musteri_kidem_ayi,kategori,birim_fiyat,adet,indirim_orani,kampanya,odeme_yontemi,cihaz,kargo_gunu,iade_edildi,memnuniyet_puani,siparis_tutari
S000343,M0204,2025-11-11,İstanbul,23,Ev & Yaşam,1234.84,1.0,0.0,Yok,Kredi Kartı,Masaüstü,4.0,Hayır,5.0,1234.84
S000735,M0217,2025-03-09,Ankara,46,Giyim,628.52,3.0,0.1,Yeni Üye,Kredi Kartı,Tablet,3.0,Hayır,5.0,1697.0
S000707,M0309,2025-01-15,İzmir,18,Kitap,244.51,2.0,0.25,Sepette İndirim,Banka Kartı,Masaüstü,9.0,Hayır,4.0,366.76
S000331,M0271,2025-01-15,İstanbul,40,Giyim,636.07,1.0,0.2,Yeni Üye,Kredi Kartı,Masaüstü,3.0,Hayır,5.0,508.86
S001171,M0175,2025-02-20,İstanbul,14,Elektronik,2812.89,3.0,0.05,Hafta Sonu,Kredi Kartı,Mobil,4.0,Evet,4.0,8016.74
S000259,M0235,2025-10-08,İzmir,19,Giyim,623.64,1.0,0.15,Sepette İndirim,Kredi Kartı,Mobil,2.0,Hayır,5.0,530.09
S000992,M0287,2025-05-16,Ankara,5,Giyim,320.78,2.0,0.0,Yok,Kredi Kartı,Mobil,1.0,Hayır,4.0,641.56
S000897,M0042,2025-07-07,İstanbul,22,Giyim,476.68,3.0,0.05,Yok,Havale/EFT,Mobil,1.0,Hayır,4.0,1358.54
S000134,M0273,2025-12-12,İstanbul,18,Elektronik,3726.6,1.0,0.15,Sepette İndirim,Kapıda Ödeme,Mobil,6.0,Hayır,2.0,3167.61
S000496,M0319,2025-04-27,Bursa,7,Elektronik,9558.76,5.0,0.15,Sepette İndirim,Havale/EFT,Mobil,3.0,Hayır,5.0,40624.73
S000245,M0309,2025-05-21,İzmir,18,Kozmetik,215.17,1.0,0.0,Yok,Kredi Kartı,Tablet,7.0,Hayır,3.0,215.17
S001341,M0297,2025-09-22,Malatya,35,Kozmetik,391.55,2.0,0.0,Yok,Banka Kartı,Masaüstü,5.0,Hayır,5.0,783.1
S001357,M0215,2025-03-26,Elazığ,32,Kitap,123.72,2.0,0.15,Hafta Sonu,Kredi Kartı,Mobil,4.0,Hayır,4.0,210.32
S000030,M0069,2025-04-17,Malatya,2,Giyim,1101.21,2.0,0.1,Hafta Sonu,Havale/EFT,Masaüstü,4.0,Evet,2.0,1982.18
S000207,M0287,2025-11-19,Ankara,5,Elektronik,10216.9,1.0,0.05,Hafta Sonu,Havale/EFT,Masaüstü,4.0,Hayır,4.0,9706.05
S000606,M0309,2025-06-14,İzmir,18,Kozmetik,-250.0,1.0,0.15,Sepette İndirim,Havale/EFT,Masaüstü,5.0,Hayır,4.0,425.7
S000811,M0309,2025-03-25,İzmir,18,Elektronik,1050.04,4.0,0.0,Yok,Banka Kartı,Mobil,5.0,Hayır,3.0,4200.16
S001201,M0007,2025-07-26,Elazığ,17,Elektronik,6802.99,2.0,0.05,Yok,Banka Kartı,Mobil,8.0,Evet,3.0,12925.68
S001375,M0024,2025-09-02,Ankara,35,Kozmetik,454.67,2.0,0.15,Yeni Üye,Kapıda Ödeme,Mobil,5.0,Hayır,4.0,772.94
S000536,M0306,2025-01-27,Ankara,25,Elektronik,5894.29,2.0,0.05,Yok,Banka Kartı,Mobil,3.0,Hayır,4.0,11199.15
S000158,M0274,2025-08-12,Elazığ,1,Ev & Yaşam,1721.67,3.0,0.0,Yok,Kapıda Ödeme,Mobil,8.0,Evet,1.0,5165.01
S001023,M0174,2025-12-16,Bursa,5,Kozmetik,371.55,1.0,0.25,Özel Gün,Kapıda Ödeme,Mobil,3.0,Hayır,5.0,278.66
S000099,M0128,2025-02-05,Elazığ,21,Ev & Yaşam,3518.03,3.0,0.0,Yok,Havale/EFT,Mobil,6.0,Hayır,4.0,10554.09
S000907,M0068,2025-12-30,İstanbul,39,Spor,1060.62,1.0,0.0,Yok,Kredi Kartı,Tablet,,Hayır,,1060.62
S000321,M0309,2025-05-09,İzmir,18,Ev & Yaşam,770.24,1.0,0.15,Sepette İndirim,Banka Kartı,Masaüstü,2.0,Hayır,3.0,654.7
S000906,M0120,2025-06-17,Malatya,33,Spor,1160.78,4.0,0.05,Hafta Sonu,Kredi Kartı,Mobil,5.0,Hayır,4.0,4410.96
S001174,M0112,2025-06-27,İstanbul,27,Ev & Yaşam,1188.29,1.0,0.2,Yeni Üye,Kredi Kartı,Mobil,1.0,Evet,3.0,950.63
S000542,M0203,2025-03-18,İstanbul,22,Giyim,663.58,3.0,0.15,Sepette İndirim,Kapıda Ödeme,Masaüstü,3.0,Evet,1.0,1692.13
S001283,M0287,2025-12-27,Ankara,5,Kitap,230.17,1.0,0.0,Yok,Banka Kartı,Mobil,2.0,Hayır,5.0,230.17
S000682,M0179,2025-04-21,İstanbul,5,Kitap,219.19,2.0,0.2,Sepette İndirim,Havale/EFT,Mobil,1.0,Hayır,5.0,350.7
S001241,M0042,2025-10-28,İstanbul,22,Kitap,337.65,1.0,0.0,Yok,Kredi Kartı,Masaüstü,1.0,Hayır,5.0,337.65
S000834,M0309,2025-02-28,İzmir,18,Kozmetik,460.26,4.0,0.05,Yok,Banka Kartı,Masaüstü,2.0,Hayır,4.0,1748.99
S001119,M0220,2025-01-27,Bursa,19,Kozmetik,339.67,2.0,0.15,Hafta Sonu,Banka Kartı,Masaüstü,11.0,Hayır,4.0,577.44
S000499,M0168,2025-09-17,Bursa,21,Ev & Yaşam,344.64,1.0,0.0,Yok,Kredi Kartı,Mobil,3.0,Hayır,4.0,344.64
S001138,M0122,2025-11-19,Elazığ,23,Ev & Yaşam,1094.51,3.0,0.1,Sepette İndirim,Havale/EFT,Masaüstü,3.0,Hayır,3.0,2955.18
S000588,M0309,2025-11-18,İzmir,18,Spor,254.34,1.0,0.1,Hafta Sonu,Banka Kartı,Masaüstü,3.0,Hayır,5.0,228.91
S001113,M0312,2025-06-05,İstanbul,11,Kitap,150.32,3.0,0.1,Sepette İndirim,Kredi Kartı,Mobil,4.0,Hayır,5.0,405.86
S000381,M0107,2025-10-31,İzmir,6,Kitap,291.03,2.0,0.0,Yok,Kredi Kartı,Mobil,2.0,Hayır,4.0,582.06
S000598,M0048,2025-01-26,Ankara,40,Giyim,430.27,1.0,0.05,Yok,Havale/EFT,Mobil,2.0,Hayır,4.0,408.76
S000504,M0308,2025-06-15,İstanbul,32,Kitap,256.55,3.0,0.2,Sepette İndirim,Kredi Kartı,Mobil,3.0,Hayır,4.0,615.72
S001255,M0085,2025-05-17,Ankara,43,Giyim,589.24,1.0,0.1,Hafta Sonu,Banka Kartı,Masaüstü,1.0,Hayır,5.0,530.32
S001244,M0237,2025-03-22,Malatya,13,Elektronik,14083.08,1.0,0.0,Yok,Havale/EFT,Mobil,14.0,Hayır,,14083.08
S000759,M0309,2025-08-11,İzmir,18,Spor,1000.94,1.0,0.1,Sepette İndirim,Kredi Kartı,Mobil,8.0,Hayır,3.0,900.85
S000466,M0186,2025-12-27,Malatya,25,Giyim,1215.67,1.0,0.2,Sepette İndirim,Banka Kartı,Mobil,6.0,Hayır,3.0,972.54
S000058,M0204,2025-07-15,İstanbul,23,Giyim,1043.87,1.0,0.05,Hafta Sonu,Banka Kartı,Mobil,5.0,Hayır,5.0,991.68
S001036,M0312,2025-07-14,İstanbul,11,Ev & Yaşam,869.69,1.0,0.0,Yok,Kapıda Ödeme,Mobil,7.0,Hayır,5.0,869.69
S000020,M0230,2025-03-01,İstanbul,1,Kozmetik,632.69,1.0,0.05,Hafta Sonu,Havale/EFT,Mobil,1.0,Hayır,5.0,601.06
S000578,M0286,2025-07-16,Ankara,22,Spor,954.95,1.0,0.15,Özel Gün,Banka Kartı,Mobil,2.0,Hayır,4.0,811.71
S000079,M0215,2025-10-09,Elazığ,32,Giyim,895.42,4.0,0.0,Yok,Kapıda Ödeme,Masaüstü,4.0,Hayır,5.0,3581.68
S000113,M0185,2025-08-09,Malatya,41,Elektronik,5438.84,1.0,0.1,Sepette İndirim,Havale/EFT,Mobil,5.0,Hayır,4.0,4894.96
S001137,M0245,2025-01-26,İstanbul,10,Kitap,194.62,1.0,0.0,Yok,Kredi Kartı,Mobil,1.0,Hayır,4.0,194.62
S000345,M0315,2025-09-21,İstanbul,36,Giyim,388.01,1.0,0.0,Yok,,Mobil,2.0,Evet,1.0,388.01
S000767,M0282,2025-09-14,Malatya,39,Giyim,1466.19,1.0,0.15,Sepette İndirim,Kredi Kartı,Tablet,7.0,Hayır,5.0,1246.26
S001313,M0002,2025-08-13,Ankara,26,Kozmetik,440.99,1.0,0.0,Yok,Havale/EFT,Mobil,5.0,Hayır,5.0,440.99
S001063,M0011,2025-05-22,Malatya,27,Ev & Yaşam,716.45,3.0,0.1,Hafta Sonu,Kredi Kartı,Mobil,4.0,Hayır,5.0,1934.42
S001196,M0191,2025-01-10,Bursa,48,Kozmetik,338.26,3.0,0.0,Yok,Banka Kartı,Mobil,3.0,Hayır,3.0,1014.78
S000300,M0059,2025-12-13,Ankara,44,Giyim,1349.71,1.0,0.1,Hafta Sonu,Kredi Kartı,Mobil,1.0,Hayır,4.0,1214.74
S001095,M0067,2025-05-05,Ankara,21,Ev & Yaşam,1032.47,1.0,0.15,Hafta Sonu,Banka Kartı,Masaüstü,3.0,Hayır,4.0,877.6
S000139,M0036,2025-03-15,Ankara,35,Kozmetik,489.29,1.0,0.1,Hafta Sonu,Kredi Kartı,Mobil,5.0,Hayır,5.0,440.36
S001184,M0126,2025-08-15,İzmir,27,Ev & Yaşam,1671.92,5.0,0.3,Özel Gün,Kredi Kartı,Masaüstü,5.0,Hayır,3.0,5851.72
S000275,M0059,2025-05-13,Ankara,44,Kitap,83.75,5.0,0.2,Sepette İndirim,Havale/EFT,Mobil,4.0,Hayır,,335.0
S000340,M0065,2025-05-01,Elazığ,36,Giyim,618.39,2.0,0.15,Hafta Sonu,Kapıda Ödeme,Mobil,3.0,Hayır,5.0,1051.26
S000925,M0165,2025-02-04,Malatya,15,Ev & Yaşam,491.75,4.0,0.15,Hafta Sonu,Kredi Kartı,Masaüstü,3.0,Evet,,1671.95
S000625,M0152,2025-09-29,İstanbul,17,Kitap,354.4,1.0,0.05,Hafta Sonu,Kredi Kartı,Mobil,2.0,Hayır,5.0,336.68
S000650,M0305,2025-12-27,Ankara,27,Giyim,2116.24,3.0,0.15,Özel Gün,Kredi Kartı,Mobil,1.0,Hayır,5.0,5396.41
S001102,M0308,2025-06-05,İstanbul,32,Elektronik,3026.09,1.0,0.15,Özel Gün,Kredi Kartı,Masaüstü,1.0,Hayır,5.0,2572.18
S001037,M0306,2025-07-10,Ankara,25,Kozmetik,338.7,2.0,0.1,Hafta Sonu,Banka Kartı,Mobil,5.0,Hayır,4.0,609.66
S000329,M0103,2025-07-24,Elazığ,39,Ev & Yaşam,403.82,2.0,0.0,Yok,Kredi Kartı,Mobil,4.0,Hayır,5.0,807.64
S000248,M0309,2025-05-04,İzmir,18,Elektronik,3191.82,2.0,0.0,Yok,Kredi Kartı,Mobil,2.0,Hayır,5.0,6383.64
S000891,M0291,2025-03-28,İstanbul,31,Elektronik,553.78,1.0,0.2,Sepette İndirim,Banka Kartı,Mobil,2.0,Hayır,5.0,443.02
S000837,M0236,2025-08-02,Ankara,28,Giyim,1146.99,3.0,0.15,Sepette İndirim,Kredi Kartı,Masaüstü,3.0,Hayır,4.0,2924.82
S000673,M0060,2025-06-12,Ankara,1,Giyim,315.67,1.0,0.1,Hafta Sonu,Banka Kartı,Masaüstü,2.0,Evet,3.0,284.1
S000560,M0186,2025-12-31,Malatya,25,Ev & Yaşam,480.53,1.0,0.05,Yok,Banka Kartı,Masaüstü,3.0,Evet,2.0,456.5
S000065,M0185,2025-01-18,Malatya,41,Giyim,179.39,2.0,0.0,Yok,Kapıda Ödeme,Masaüstü,4.0,Hayır,5.0,358.78
S001295,M0133,2025-08-26,Ankara,25,Kozmetik,143.23,1.0,0.15,Yeni Üye,Kredi Kartı,Mobil,2.0,Hayır,4.0,121.75
S001317,M0312,2025-11-19,İstanbul,11,Kitap,156.45,1.0,0.0,Yok,Banka Kartı,Mobil,3.0,Hayır,5.0,156.45
S000830,M0309,2025-04-03,İzmir,18,Kozmetik,386.88,1.0,0.0,Yok,Kapıda Ödeme,Tablet,2.0,Hayır,,386.88
S000880,M0143,2025-04-14,Ankara,30,Kozmetik,332.06,1.0,0.0,Yok,Kredi Kartı,Mobil,3.0,Hayır,4.0,332.06
S000367,M0164,2025-12-13,Elazığ,31,Kozmetik,240.98,6.0,0.05,Yok,Kredi Kartı,Masaüstü,4.0,Hayır,4.0,1373.59
S001344,M0193,2025-10-11,Bursa,25,Ev & Yaşam,1654.64,1.0,0.05,Yok,Kredi Kartı,Masaüstü,1.0,Hayır,4.0,1571.91
S000679,M0283,2025-04-23,İstanbul,14,Kozmetik,534.22,4.0,0.15,Yeni Üye,Kredi Kartı,Masaüstü,3.0,Hayır,4.0,1816.35
S000253,M0306,2025-03-23,Ankara,25,Giyim,385.84,1.0,0.2,Yeni Üye,Kredi Kartı,Mobil,5.0,Hayır,5.0,308.67
S000383,M0309,2025-02-17,İzmir,18,Kitap,282.79,1.0,0.0,Yok,Banka Kartı,Masaüstü,3.0,Hayır,3.0,282.79
S001079,M0088,2025-09-20,Ankara,11,Elektronik,3246.41,2.0,0.15,Sepette İndirim,Kredi Kartı,Masaüstü,4.0,Hayır,5.0,5518.9
S001271,M0197,2025-11-03,İstanbul,4,Ev & Yaşam,1689.27,1.0,0.05,Hafta Sonu,Banka Kartı,Mobil,1.0,Hayır,5.0,1604.81
S000236,M0251,2025-03-24,Bursa,21,Ev & Yaşam,972.68,4.0,0.1,Hafta Sonu,Kredi Kartı,Mobil,5.0,Hayır,5.0,3501.65
S000674,M0114,2025-01-03,Ankara,43,Kozmetik,470.12,1.0,0.1,Hafta Sonu,Kredi Kartı,Masaüstü,3.0,Hayır,4.0,423.11
S000865,M0309,2025-02-27,İzmir,18,Elektronik,914.78,1.0,0.0,Yok,Banka Kartı,Masaüstü,3.0,Hayır,,914.78
S001154,M0082,2025-07-23,İzmir,45,Giyim,596.79,1.0,0.0,Yok,Kredi Kartı,Masaüstü,3.0,Hayır,5.0,596.79
S000031,M0279,2025-12-18,Ankara,44,Giyim,613.73,1.0,0.05,Yok,Kredi Kartı,Mobil,7.0,Hayır,5.0,583.04
S000993,M0190,2025-08-27,Elazığ,23,Giyim,677.02,1.0,0.0,Yok,Banka Kartı,Masaüstü,2.0,Hayır,5.0,677.02
S000173,M0110,2025-09-25,Bursa,20,Ev & Yaşam,784.73,1.0,0.0,Yok,Kredi Kartı,Mobil,3.0,Evet,,784.73
S000526,M0252,2025-02-11,Ankara,16,Ev & Yaşam,847.3,2.0,0.0,Yok,Havale/EFT,Mobil,3.0,Hayır,5.0,1694.6
S000634,M0109,2025-04-20,İstanbul,27,Spor,498.42,1.0,0.15,Özel Gün,Banka Kartı,Masaüstü,4.0,Hayır,5.0,423.66
S000018,M0305,2025-05-31,Ankara,27,Ev & Yaşam,1015.01,1.0,0.0,Yok,Banka Kartı,Masaüstü,4.0,Hayır,4.0,1015.01
S000088,M0251,2025-06-15,Bursa,21,Spor,1068.88,1.0,0.1,Hafta Sonu,Havale/EFT,Masaüstü,4.0,Hayır,4.0,961.99
S000423,M0205,2025-01-31,İstanbul,39,Giyim,1532.16,2.0,0.0,Yok,Havale/EFT,Mobil,3.0,Hayır,4.0,3064.32
S001108,M0156,2025-10-27,Elazığ,27,Ev & Yaşam,1661.38,2.0,0.15,Sepette İndirim,Kredi Kartı,Mobil,2.0,Hayır,5.0,2824.35
S000825,M0309,2025-12-29,İzmir,18,Giyim,700.27,3.0,0.0,Yok,Kredi Kartı,Masaüstü,8.0,Evet,,2100.81
S001222,M0173,2025-02-04,Ankara,18,Spor,913.1,3.0,0.0,Yok,Kredi Kartı,Mobil,4.0,Hayır,3.0,2739.3
S000237,M0203,2025-04-16,İstanbul,22,Ev & Yaşam,472.05,1.0,0.05,Hafta Sonu,,Mobil,1.0,Evet,3.0,448.45
S000991,M0309,2025-12-23,İzmir,18,Elektronik,3983.91,6.0,0.15,Sepette İndirim,Banka Kartı,Mobil,3.0,Evet,2.0,20317.94
S000431,M0079,2025-03-02,Ankara,40,Ev & Yaşam,716.73,4.0,0.2,Sepette İndirim,Havale/EFT,Mobil,5.0,Hayır,4.0,2293.54
S000816,M0033,2025-05-27,İzmir,30,Giyim,867.82,1.0,0.0,Yok,Banka Kartı,Mobil,9.0,Hayır,3.0,867.82
S000570,M0319,2025-12-27,Bursa,7,Giyim,1826.28,1.0,0.05,Yok,Havale/EFT,Masaüstü,5.0,Evet,2.0,1734.97
S000491,M0186,2025-10-09,Malatya,25,Elektronik,15409.04,3.0,0.0,Yok,Kredi Kartı,Mobil,6.0,Hayır,4.0,46227.12
S001315,M0309,2025-10-08,İzmir,18,Elektronik,22457.12,3.0,0.15,Yeni Üye,Kredi Kartı,Mobil,4.0,Hayır,3.0,57265.66
S000188,M0309,2025-08-27,İzmir,18,Giyim,521.32,1.0,0.0,Yok,Kredi Kartı,Mobil,3.0,Hayır,5.0,521.32
S000960,M0149,2025-06-28,İstanbul,40,Kozmetik,283.19,1.0,0.0,Yok,Kredi Kartı,Mobil,5.0,Hayır,4.0,283.19
S001028,M0131,2025-02-17,İzmir,29,Ev & Yaşam,972.32,1.0,0.1,Hafta Sonu,Kredi Kartı,Mobil,8.0,Hayır,4.0,875.09
S000894,M0299,2025-11-22,Ankara,27,Kitap,260.9,1.0,0.0,Yok,Kredi Kartı,Masaüstü,2.0,Hayır,5.0,260.9
S001203,M0033,2025-12-12,İzmir,30,Spor,1478.77,3.0,0.0,Yok,Kredi Kartı,Mobil,4.0,Hayır,5.0,4436.31
S001193,M0181,2025-12-31,İzmir,3,Elektronik,16646.72,4.0,0.15,Sepette İndirim,Kredi Kartı,Mobil,2.0,Hayır,5.0,56598.85
S000818,M0203,2025-11-02,İstanbul,22,Giyim,639.09,3.0,0.0,Yok,Kredi Kartı,Mobil,2.0,Hayır,4.0,1917.27
S001052,M0305,2025-08-02,Ankara,27,Kitap,255.65,2.0,0.0,Yok,Kredi Kartı,Mobil,1.0,Hayır,,511.3
S000859,M0050,2025-12-05,İstanbul,9,Ev & Yaşam,1338.44,1.0,0.0,Yok,Kredi Kartı,Mobil,1.0,Hayır,5.0,1338.44
S000027,M0110,2025-06-02,Bursa,20,Giyim,634.45,1.0,0.0,Yok,Kapıda Ödeme,Masaüstü,2.0,Evet,,634.45
S001103,M0218,2025-07-22,Ankara,46,Kozmetik,871.03,1.0,0.2,Özel Gün,Kredi Kartı,Mobil,2.0,Hayır,5.0,696.82
S000218,M0135,2025-10-15,Malatya,22,Giyim,619.98,3.0,0.0,Yok,Kredi Kartı,Mobil,3.0,Evet,3.0,1859.94
S000729,M0309,2025-08-25,İzmir,18,Kozmetik,638.44,1.0,0.15,Yeni Üye,Kredi Kartı,Mobil,2.0,Hayır,5.0,542.67
S001044,M0293,2025-01-15,İstanbul,31,Elektronik,2643.81,2.0,0.1,Hafta Sonu,Kredi Kartı,Mobil,5.0,Hayır,4.0,4758.86
S000920,M0309,2025-08-12,İzmir,18,Kitap,156.21,1.0,0.0,Yok,Kredi Kartı,Mobil,4.0,Hayır,5.0,156.21
S001284,M0043,2025-06-19,Bursa,26,Kozmetik,226.12,1.0,0.0,Yok,Kredi Kartı,Mobil,1.0,Hayır,3.0,226.12
S000621,M0014,2025-11-17,Malatya,15,Ev & Yaşam,573.67,1.0,0.0,Yok,Banka Kartı,Mobil,4.0,Hayır,3.0,573.67
S000869,M0309,2025-03-20,İzmir,18,Ev & Yaşam,816.34,1.0,0.15,Hafta Sonu,Kredi Kartı,Tablet,4.0,Hayır,5.0,693.89
S000249,M0139,2025-03-07,İstanbul,1,Kitap,188.0,2.0,0.1,Hafta Sonu,Kredi Kartı,Mobil,5.0,Hayır,5.0,338.4
S001039,M0305,2025-02-12,Ankara,27,Kitap,349.13,2.0,0.0,Yok,Havale/EFT,Masaüstü,1.0,Hayır,4.0,698.26
S000904,M0247,2025-04-24,Elazığ,19,Elektronik,6842.77,1.0,0.2,Sepette İndirim,Kredi Kartı,Tablet,3.0,Hayır,4.0,5474.22
S000832,M0018,2025-12-08,İzmir,43,Kozmetik,413.92,1.0,0.0,Yok,Banka Kartı,Masaüstü,4.0,Hayır,4.0,413.92
S000945,M0309,2025-01-22,İzmir,18,Ev & Yaşam,416.72,1.0,0.0,Yok,Banka Kartı,Mobil,5.0,Hayır,4.0,416.72
S000957,M0136,2025-10-10,İstanbul,25,Kozmetik,500.15,1.0,0.05,Yok,Kredi Kartı,Masaüstü,3.0,Hayır,4.0,475.14
S001013,M0113,2025-10-25,İzmir,19,Spor,1654.59,1.0,0.0,Yok,Kredi Kartı,Masaüstü,3.0,Hayır,3.0,1654.59
S000575,M0282,2025-11-04,Malatya,39,Ev & Yaşam,443.0,2.0,0.1,Yeni Üye,Banka Kartı,Mobil,6.0,Evet,3.0,797.4
S000209,M0021,2025-10-17,Elazığ,11,Kitap,213.75,2.0,0.0,Yok,Kredi Kartı,Mobil,6.0,Hayır,,427.5
S000965,M0306,2025-03-09,Ankara,25,Spor,1115.91,2.0,0.2,Özel Gün,Havale/EFT,Mobil,4.0,Hayır,,1785.46
S000264,M0297,2025-09-04,Malatya,35,Elektronik,30487.49,1.0,0.0,Yok,Kredi Kartı,Mobil,3.0,Hayır,4.0,30487.49
S000503,M0309,2025-08-18,İzmir,18,Spor,473.76,4.0,0.0,Yok,Kapıda Ödeme,Mobil,5.0,Hayır,4.0,1895.04
S000393,M0287,2025-07-04,Ankara,5,Ev & Yaşam,581.4,2.0,0.15,Sepette İndirim,Kredi Kartı,Mobil,3.0,Hayır,4.0,988.38
S000903,M0218,2025-10-16,Ankara,46,Giyim,379.25,1.0,0.15,Sepette İndirim,Banka Kartı,Masaüstü,2.0,Hayır,3.0,322.36
S000571,M0308,2025-09-29,İstanbul,32,Ev & Yaşam,769.72,1.0,0.05,Yok,Kredi Kartı,Masaüstü,9.0,Hayır,3.0,731.23
S000633,M0016,2025-03-04,Malatya,30,Elektronik,2845.61,2.0,0.0,Yok,Banka Kartı,Mobil,3.0,Hayır,5.0,5691.22
S000525,M0008,2025-07-06,Ankara,48,Ev & Yaşam,1439.98,1.0,0.05,Hafta Sonu,Banka Kartı,Mobil,2.0,Hayır,4.0,1367.98
S000398,M0245,2025-06-10,İstanbul,10,Ev & Yaşam,2047.91,1.0,0.15,Yeni Üye,Havale/EFT,Tablet,3.0,Hayır,5.0,1740.72
S000722,M0234,2025-06-19,Ankara,19,Ev & Yaşam,669.72,3.0,0.0,Yok,Kredi Kartı,Mobil,2.0,Hayır,5.0,2009.16
S000699,M0161,2025-06-15,İzmir,19,Giyim,309.51,2.0,0.2,Sepette İndirim,Banka Kartı,Masaüstü,3.0,Evet,2.0,495.22
S000948,M0264,2025-05-12,İzmir,4,Elektronik,5856.05,5.0,0.15,Sepette İndirim,Kredi Kartı,Mobil,9.0,Hayır,3.0,24888.21
S000485,M0309,2025-10-11,İzmir,18,Elektronik,8214.49,1.0,0.0,Yok,Kredi Kartı,Mobil,10.0,Hayır,5.0,8214.49
S001118,M0218,2025-11-13,Ankara,46,Kozmetik,352.6,1.0,0.0,Yok,Kredi Kartı,Mobil,4.0,Hayır,4.0,352.6
S001307,M0174,2025-08-13,Bursa,5,Elektronik,964.2,1.0,0.0,Yok,,Masaüstü,2.0,Hayır,4.0,964.2
S000890,M0279,2025-09-18,Ankara,44,Kozmetik,704.85,2.0,0.1,Hafta Sonu,Kapıda Ödeme,Mobil,5.0,Hayır,4.0,1268.73
S001140,M0142,2025-03-29,İstanbul,43,Kozmetik,659.46,2.0,0.0,Yok,Havale/EFT,Masaüstü,1.0,Hayır,4.0,1318.92
S000100,M0035,2025-06-08,Malatya,38,Elektronik,15085.28,1.0,0.0,Yok,Havale/EFT,Mobil,3.0,Hayır,3.0,15085.28
S000221,M0185,2025-12-12,Malatya,41,Kozmetik,992.33,3.0,0.0,Yok,Kredi Kartı,Tablet,5.0,Hayır,,2976.99
S000234,M0308,2025-12-01,İstanbul,32,Ev & Yaşam,491.98,2.0,0.05,Yok,Havale/EFT,Tablet,2.0,Hayır,3.0,934.76
S000112,M0203,2025-02-12,İstanbul,22,Giyim,1589.35,1.0,0.1,Hafta Sonu,Kredi Kartı,Mobil,1.0,Hayır,,1430.42
S000721,M0086,2025-01-04,Ankara,12,Spor,285.9,1.0,0.2,Özel Gün,,Mobil,3.0,Hayır,4.0,228.72
S000191,M0158,2025-02-01,Bursa,26,Elektronik,8160.36,1.0,0.0,Yok,Kredi Kartı,Masaüstü,1.0,Hayır,3.0,8160.36
S000416,M0074,2025-02-26,İzmir,3,Giyim,323.79,2.0,0.0,Yok,Kredi Kartı,Masaüstü,2.0,Hayır,5.0,647.58
S000401,M0309,2025-12-02,İzmir,18,Kitap,354.71,2.0,0.0,Yok,Banka Kartı,Mobil,2.0,Hayır,5.0,709.42
S000655,M0314,2025-01-31,İstanbul,20,Ev & Yaşam,483.75,3.0,0.1,Hafta Sonu,Kredi Kartı,Masaüstü,2.0,Hayır,5.0,1306.12
S000751,M0119,2025-10-01,İzmir,16,Ev & Yaşam,1114.59,1.0,0.15,Sepette İndirim,Banka Kartı,Mobil,2.0,Hayır,4.0,947.4
S000014,M0078,2025-06-10,İzmir,28,Kozmetik,526.41,1.0,0.2,Yeni Üye,Havale/EFT,Mobil,2.0,Hayır,4.0,421.13
S001385,M0309,2025-06-28,İzmir,18,Giyim,446.14,1.0,0.25,Özel Gün,Kredi Kartı,Masaüstü,2.0,Hayır,4.0,334.6
S001106,M0218,2025-12-07,Ankara,46,Giyim,485.76,2.0,0.2,Sepette İndirim,Banka Kartı,Mobil,6.0,Hayır,4.0,777.22
S000475,M0309,2025-03-29,İzmir,18,Elektronik,3735.31,1.0,0.1,Hafta Sonu,Banka Kartı,Tablet,3.0,Hayır,4.0,3361.78
S001164,M0163,2025-06-06,Elazığ,38,Spor,379.11,4.0,0.0,Yok,Kapıda Ödeme,Mobil,6.0,Evet,2.0,1516.44
S001245,M0204,2025-04-26,İstanbul,23,Kitap,186.5,2.0,0.1,Hafta Sonu,Kapıda Ödeme,Mobil,4.0,Hayır,3.0,335.7
S000794,M0309,2025-02-13,İzmir,18,Spor,873.73,2.0,0.0,Yok,Kapıda Ödeme,Masaüstü,4.0,Hayır,4.0,1747.46
S000663,M0087,2025-10-17,İstanbul,45,Elektronik,2157.39,1.0,0.05,Hafta Sonu,Kapıda Ödeme,Mobil,5.0,Hayır,4.0,2049.52
S000876,M0312,2025-09-19,İstanbul,11,Giyim,847.61,1.0,0.0,Yok,Banka Kartı,Mobil,4.0,Evet,3.0,847.61
S001173,M0006,2025-02-19,Bursa,40,Giyim,1293.3,1.0,0.15,Sepette İndirim,Kredi Kartı,Mobil,2.0,Hayır,3.0,1099.3
S001124,M0303,2025-12-22,Ankara,11,Giyim,770.4,3.0,0.1,Hafta Sonu,Kapıda Ödeme,Mobil,2.0,Evet,,2080.08
S000717,M0163,2025-12-02,Elazığ,38,Elektronik,7209.88,3.0,0.25,Özel Gün,Kredi Kartı,Mobil,6.0,Hayır,3.0,16222.23
S001146,M0033,2025-10-17,İzmir,30,Spor,873.28,1.0,0.05,Hafta Sonu,Kredi Kartı,Mobil,2.0,Hayır,,829.62
S000353,M0254,2025-01-13,İzmir,22,Kozmetik,367.68,3.0,0.15,Özel Gün,Kredi Kartı,Mobil,2.0,Hayır,3.0,937.58
S000519,M0012,2025-04-19,İstanbul,20,Ev & Yaşam,1261.88,2.0,0.0,Yok,Kredi Kartı,Masaüstü,4.0,Hayır,5.0,2523.76
